,index,X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,Z
541,313,6,5,92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0.0,0.22181320797106163
542,513,2,4,81.6,56.7,665.6,1.9,21.9,71,5.8,0.0,54.29,-0.6518152320602092
543,316,4,5,92.4,96.2,739.4,8.6,18.6,24,5.8,0.0,0.0,0.3059418463660915
544,209,8,3,93.7,80.9,685.2,17.9,23.2,26,4.9,0.0,23.41,0.8517373526061504
545,264,4,4,94.3,167.6,684.4,13.0,21.8,53,3.1,0.0,6.54,-0.2827247117959844
546,431,1,3,92.1,178.0,605.3,9.6,23.3,40,4.0,0.0,6.36,-0.3221083711603814
547,456,2,4,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,0.0,-0.9811786241502048
548,71,4,5,94.3,85.1,692.3,15.9,17.7,37,3.6,0.0,0.0,-1.0742439019080328
549,387,5,5,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0.0,1.2523555130451494
550,454,3,4,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0,2.167516472837296
551,313,6,5,92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0.0,0.22181320797106163
552,515,1,4,94.4,146.0,614.7,11.3,25.6,42,4.0,0.0,0.0,-0.5864823103313405
553,497,3,4,96.1,181.1,671.2,14.3,32.3,27,2.2,0.0,14.68,1.3424121529765587
554,43,4,4,92.5,88.0,698.6,7.1,19.6,48,2.7,0.0,0.0,0.4782330152757234
555,26,7,4,92.4,117.9,668.0,12.2,19.0,34,5.8,0.0,0.0,0.01096400817345183
556,336,7,4,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0,0.2045466518209601
557,297,8,6,90.4,89.5,290.8,6.4,15.4,45,2.2,0.0,0.0,-0.671292702544001
558,466,6,5,87.2,15.1,36.9,7.1,10.2,45,5.8,0.0,3.18,-0.40460315710891953
559,15,6,5,93.3,141.2,713.9,13.9,22.9,44,5.4,0.0,0.0,1.4751594494972928
560,64,2,2,91.1,103.2,638.8,5.8,23.1,31,3.1,0.0,0.0,0.49979376989110336
561,196,6,5,81.5,9.1,55.2,2.7,5.8,54,5.8,0.0,10.93,-1.7211390398701234
562,25,7,4,91.4,142.4,601.4,10.6,16.3,60,5.4,0.0,0.0,0.3459885761600871
563,367,4,5,91.1,132.3,812.1,12.5,16.4,27,3.6,0.0,0.0,1.3359335191633634
564,471,4,3,89.6,25.4,73.7,5.7,18.0,40,4.0,0.0,38.48,0.02990763702209876
565,282,6,3,84.9,27.5,353.5,3.4,4.2,51,4.0,0.0,0.0,0.7140555377388663
566,22,7,4,94.3,96.3,200.0,56.1,21.0,44,4.5,0.0,0.0,3.732293720768246
567,126,3,5,87.6,52.2,103.8,5.0,9.0,49,2.2,0.0,0.0,0.551959908999864
568,279,4,4,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,9.77,-0.07269837105731154
